FID	IID	Phenotype_1
HG00096	HG00096	0.3949374693382548
HG00097	HG00097	0.4922103672013325
HG00099	HG00099	0.8123211250133338
HG00100	HG00100	0.40549556402355574
HG00101	HG00101	0.31576856879288456
HG00102	HG00102	0.5318860311845642
HG00103	HG00103	0.4327995214393344
HG00105	HG00105	0.8887923797467643
HG00106	HG00106	0.5749713549380719
HG00107	HG00107	0.7378547393677092
HG00108	HG00108	0.5946374490997719
HG00109	HG00109	0.7373883769818743
HG00110	HG00110	0.6992086520838182
HG00111	HG00111	0.7745394878295001
HG00112	HG00112	0.846952784861517
HG00113	HG00113	0.6415192096416709
HG00114	HG00114	0.5848284082587264
HG00115	HG00115	0.5230372143704966
HG00116	HG00116	0.5881599046037523
HG00117	HG00117	0.6946441931328624
HG00118	HG00118	0.7593373189844311
HG00119	HG00119	0.8373358361861271
HG00120	HG00120	0.6344959095524708
HG00121	HG00121	0.48036932978058433
HG00122	HG00122	0.7156442354775463
HG00123	HG00123	0.7909416904791898
HG00125	HG00125	0.5636271271937823
HG00126	HG00126	0.6958471064642981
HG00127	HG00127	0.5423384939135446
HG00128	HG00128	0.7033876030106243
HG00129	HG00129	0.6943629352177549
HG00130	HG00130	0.5170501332316636
HG00131	HG00131	0.771109876793081
HG00132	HG00132	0.7932584978037133
HG00133	HG00133	0.7167196475338479
HG00136	HG00136	0.5154031344522714
HG00137	HG00137	0.3752759994314538
HG00138	HG00138	0.557517656864163
HG00139	HG00139	0.7786812417597605
HG00140	HG00140	0.4970954580995264
HG00141	HG00141	0.9016915714267583
HG00142	HG00142	0.7340034876081419
HG00143	HG00143	0.49896041232573846
HG00145	HG00145	0.7049227466188596
HG00146	HG00146	0.7019969151619194
HG00148	HG00148	0.6705541187486642
HG00149	HG00149	0.828985965915718
HG00150	HG00150	0.6187158789662062
HG00151	HG00151	0.5011837213915434
HG00154	HG00154	0.6807908231338616
HG00155	HG00155	0.7810341987364502
HG00157	HG00157	0.5794778953599538
HG00158	HG00158	0.6304439569305118
HG00159	HG00159	0.6097727698329457
HG00160	HG00160	0.51756305873263
HG00171	HG00171	0.577713236770755
HG00173	HG00173	0.6222065939172772
HG00174	HG00174	0.8013665706101164
HG00176	HG00176	0.7031905071695009
HG00177	HG00177	0.7945988333497487
HG00178	HG00178	0.6109142266575999
HG00179	HG00179	0.8432830191390681
HG00180	HG00180	0.6604294847155322
HG00181	HG00181	0.487860138313856
HG00182	HG00182	0.6742953416034261
HG00183	HG00183	0.6815549163984415
HG00185	HG00185	0.5738816367472483
HG00186	HG00186	0.5411210306364111
HG00187	HG00187	0.6638213135698399
HG00188	HG00188	0.39229569387089597
HG00189	HG00189	0.410323917351582
HG00190	HG00190	0.5350478963134838
HG00231	HG00231	0.6962323895611646
HG00232	HG00232	0.5383782658951531
HG00233	HG00233	0.5860348630638534
HG00234	HG00234	0.500019148877869
HG00235	HG00235	0.47814627147961086
HG00236	HG00236	0.49100884713500925
HG00237	HG00237	0.47682850130938226
HG00238	HG00238	0.7340613155196689
HG00239	HG00239	0.6219081022637919
HG00240	HG00240	0.4824550873948436
HG00242	HG00242	0.5659995992498071
HG00243	HG00243	0.5168162156353457
HG00244	HG00244	0.7269532697315452
HG00245	HG00245	0.4116709320064973
HG00246	HG00246	0.5094851517389994
HG00250	HG00250	0.7520964701911551
HG00251	HG00251	0.708264625605695
HG00252	HG00252	0.5284618716395035
HG00253	HG00253	0.5236914820775673
HG00254	HG00254	0.6053566507772336
HG00255	HG00255	0.5143056750647962
HG00256	HG00256	0.6245351470692722
HG00257	HG00257	0.7516811223350478
HG00258	HG00258	0.4733704838035621
HG00259	HG00259	0.8901740501078653
HG00260	HG00260	0.678002305794449
HG00261	HG00261	0.5224892001144219
HG00262	HG00262	0.6558244188978357
HG00263	HG00263	0.5256863022034636
HG00264	HG00264	0.5426837663142395
HG00265	HG00265	0.6758053602436062
HG00266	HG00266	0.42929365524259394
HG00267	HG00267	0.6898676989648276
HG00268	HG00268	0.7595827749014227
HG00269	HG00269	0.8190053403831665
HG00271	HG00271	0.8444803121125026
HG00272	HG00272	0.46979154682044566
HG00273	HG00273	0.5695288379428055
HG00274	HG00274	0.5677501175542333
HG00275	HG00275	0.7304744596144545
HG00276	HG00276	0.9023773944857527
HG00277	HG00277	0.7784425850117521
HG00278	HG00278	0.8055626074673383
HG00280	HG00280	0.6379484371444962
HG00281	HG00281	0.6728921517220483
HG00282	HG00282	0.5550118730497434
HG00284	HG00284	0.4573245609458729
HG00285	HG00285	0.6526909323341321
HG00288	HG00288	0.7641565172670448
HG00290	HG00290	0.5469088643402018
HG00304	HG00304	0.500565154557101
HG00306	HG00306	0.7718105746553541
HG00308	HG00308	0.6479919582829886
HG00309	HG00309	0.4477979948608569
HG00310	HG00310	0.6341794179716864
HG00311	HG00311	0.6964573421987375
HG00313	HG00313	0.483887822825155
HG00315	HG00315	0.6722473544549142
HG00318	HG00318	0.6384085942963514
HG00319	HG00319	0.4670245074972809
HG00320	HG00320	0.5563336718378639
HG00321	HG00321	0.4020249049436065
HG00323	HG00323	0.5934727391772956
HG00324	HG00324	0.524339358187495
HG00325	HG00325	0.706030191337102
HG00326	HG00326	0.7659968589537584
HG00327	HG00327	0.7138570307920272
HG00328	HG00328	0.5611098471431871
HG00329	HG00329	0.5065549426719945
HG00330	HG00330	0.645286800777646
HG00331	HG00331	0.5998823245832167
HG00332	HG00332	0.28210479631083224
HG00334	HG00334	0.7554648180003508
HG00335	HG00335	0.7267387904750185
HG00336	HG00336	0.7514638870213796
HG00337	HG00337	0.7536403684812997
HG00338	HG00338	0.5669630252650011
HG00339	HG00339	0.7488211927462088
HG00341	HG00341	0.7922100519258994
HG00342	HG00342	0.6489372908308707
HG00343	HG00343	0.48342532660036835
HG00344	HG00344	0.68181761548061
HG00345	HG00345	0.5463957520077214
HG00346	HG00346	0.7000187207154577
HG00349	HG00349	0.6233371500865338
HG00350	HG00350	0.7588484934905076
HG00351	HG00351	0.43169007491161515
HG00353	HG00353	0.7121543918775407
HG00355	HG00355	0.7577119069782209
HG00356	HG00356	0.6993693447164991
HG00357	HG00357	0.7904319391702651
HG00358	HG00358	0.6043897748131513
HG00360	HG00360	0.6293594803582359
HG00361	HG00361	0.6119684311702281
HG00362	HG00362	0.7566739019444495
HG00364	HG00364	0.7716687587934857
HG00365	HG00365	0.7964181699478312
HG00366	HG00366	0.6768847766998787
HG00367	HG00367	0.3075639647235121
HG00368	HG00368	0.43899788553773084
HG00369	HG00369	0.5158585349666576
HG00371	HG00371	0.6006150565774896
HG00372	HG00372	0.6937500936423862
HG00373	HG00373	0.7159785904272441
HG00375	HG00375	0.4799592771613337
HG00376	HG00376	0.46727695401256236
HG00378	HG00378	0.43595080258353375
HG00379	HG00379	0.7271946064256266
HG00380	HG00380	0.7983727052791173
HG00381	HG00381	0.633398306824737
HG00382	HG00382	0.8140779221460512
HG00383	HG00383	0.6899488185399335
HG00384	HG00384	0.5665237044239225
HG00403	HG00403	0.7665695830991278
HG00404	HG00404	0.5575375571662078
HG00406	HG00406	0.6921736580260222
HG00407	HG00407	0.5415829691591566
HG00409	HG00409	0.5299635095313635
HG00410	HG00410	0.7202296427994463
HG00419	HG00419	0.3416551150177765
HG00421	HG00421	0.367318042215301
HG00422	HG00422	0.3933625486439626
HG00428	HG00428	0.7021183074065688
HG00436	HG00436	0.7498602901262799
HG00437	HG00437	0.7594985595242439
HG00442	HG00442	0.7084190519055504
HG00443	HG00443	0.6828081279380465
HG00445	HG00445	0.6882775799996287
HG00446	HG00446	0.5740258733985097
HG00448	HG00448	0.8267566010698455
HG00449	HG00449	0.35342405418386813
HG00451	HG00451	0.6850102211198938
HG00452	HG00452	0.6672614595844376
HG00457	HG00457	0.7108248067077491
HG00458	HG00458	0.6488633408167465
HG00463	HG00463	0.3818406190951663
HG00464	HG00464	0.5794841380176196
HG00472	HG00472	0.5795118257966828
HG00473	HG00473	0.6396914273518752
HG00475	HG00475	0.5465148802557032
HG00476	HG00476	0.6534012209954231
HG00478	HG00478	0.6471062390290347
HG00479	HG00479	0.578102323326146
HG00500	HG00500	0.5835229429682469
HG00513	HG00513	0.6160252359799756
HG00524	HG00524	0.6400538784802978
HG00525	HG00525	0.548143759343127
HG00530	HG00530	0.4732621161688614
HG00531	HG00531	0.6603123863283548
HG00533	HG00533	0.6691946885248179
HG00534	HG00534	0.5968658447915611
HG00536	HG00536	0.7095868056253289
HG00537	HG00537	0.42820969803731374
HG00542	HG00542	0.6883929283984292
HG00543	HG00543	0.6278307737375628
HG00551	HG00551	0.0976844745455915
HG00553	HG00553	0.6631819356252141
HG00554	HG00554	0.8476510733231712
HG00556	HG00556	0.47815237012169304
HG00557	HG00557	0.5595043090807017
HG00559	HG00559	0.5297858413687827
HG00560	HG00560	0.48152910382045266
HG00565	HG00565	0.5127118508508703
HG00566	HG00566	0.6168924049447048
HG00580	HG00580	0.5626208262641523
HG00581	HG00581	0.6721526027293325
HG00583	HG00583	0.7356834902880003
HG00584	HG00584	0.8315570339159567
HG00589	HG00589	0.4270831953790595
HG00590	HG00590	0.7698816263615355
HG00592	HG00592	0.3801607575052652
HG00593	HG00593	0.5393104597814227
HG00595	HG00595	0.8665472232183662
HG00596	HG00596	0.44596985397210254
HG00598	HG00598	0.47707481817081593
HG00599	HG00599	0.6312133489310007
HG00607	HG00607	0.41214175060009794
HG00608	HG00608	0.7367782250569097
HG00610	HG00610	0.6390107018919253
HG00611	HG00611	0.6305293241380449
HG00613	HG00613	0.7620605977216489
HG00614	HG00614	0.46296610697564816
HG00619	HG00619	0.3268499961533998
HG00620	HG00620	0.3453403711896835
HG00622	HG00622	0.5563536574773793
HG00623	HG00623	0.7143408895772054
HG00625	HG00625	0.4816755152858179
HG00626	HG00626	0.6147857161769598
