FID	IID	Phenotype_1
HG00096	HG00096	0.654972881893554
HG00097	HG00097	0.41404214489307734
HG00099	HG00099	0.4782120627757734
HG00100	HG00100	0.3030029463717588
HG00101	HG00101	0.7803880185370409
HG00102	HG00102	0.4856147942533774
HG00103	HG00103	0.5170099106784917
HG00105	HG00105	0.702885547459497
HG00106	HG00106	0.5861310628080395
HG00107	HG00107	0.7278060116477226
HG00108	HG00108	0.48805643811314564
HG00109	HG00109	0.6036500203107615
HG00110	HG00110	0.4499135501024243
HG00111	HG00111	0.5867830546945677
HG00112	HG00112	0.6819124077274946
HG00113	HG00113	0.5194993237499367
HG00114	HG00114	0.3339919387838808
HG00115	HG00115	0.4628317072990593
HG00116	HG00116	0.5868312182258791
HG00117	HG00117	0.7412063215944901
HG00118	HG00118	0.6648717016292595
HG00119	HG00119	0.35516581672210684
HG00120	HG00120	0.5903108433460494
HG00121	HG00121	0.4702144415400236
HG00122	HG00122	0.7918272721860281
HG00123	HG00123	0.46661796720288023
HG00125	HG00125	0.5317001266688265
HG00126	HG00126	0.6953108226826805
HG00127	HG00127	0.4568440262637315
HG00128	HG00128	0.6130384976715213
HG00129	HG00129	0.7240949830757649
HG00130	HG00130	0.5240493313840846
HG00131	HG00131	0.6500143567607718
HG00132	HG00132	0.6978004696385044
HG00133	HG00133	0.28247803676629685
HG00136	HG00136	0.6139508578644824
HG00137	HG00137	0.5507777664862752
HG00138	HG00138	0.6909600231812035
HG00139	HG00139	0.5439843389415044
HG00140	HG00140	0.49858749385819806
HG00141	HG00141	0.6987361370654678
HG00142	HG00142	0.45734846875673457
HG00143	HG00143	0.6723327481560123
HG00145	HG00145	0.9089682049074794
HG00146	HG00146	0.5552378887927452
HG00148	HG00148	0.44773655897712156
HG00149	HG00149	0.43362223387264165
HG00150	HG00150	0.5578144241298156
HG00151	HG00151	0.590193953498092
HG00154	HG00154	0.5579730722698992
HG00155	HG00155	0.4268956976290172
HG00157	HG00157	0.612058634265834
HG00158	HG00158	0.458546746381037
HG00159	HG00159	0.6142372425566475
HG00160	HG00160	0.4910008500517619
HG00171	HG00171	0.6046560586985724
HG00173	HG00173	0.42062434707059443
HG00174	HG00174	0.6474315463250919
HG00176	HG00176	0.34868685516701303
HG00177	HG00177	0.3590847833272943
HG00178	HG00178	0.6333384577125877
HG00179	HG00179	0.6838147176717723
HG00180	HG00180	0.7094570732885414
HG00181	HG00181	0.4038148779743931
HG00182	HG00182	0.38363371392727164
HG00183	HG00183	0.5709474958849419
HG00185	HG00185	0.43566494254086724
HG00186	HG00186	0.462335006526383
HG00187	HG00187	0.7133262281514787
HG00188	HG00188	0.33638056424721213
HG00189	HG00189	0.48293858315305704
HG00190	HG00190	0.7604861984133656
HG00231	HG00231	0.6731351134176797
HG00232	HG00232	0.4649107043985428
HG00233	HG00233	0.6786115479300086
HG00234	HG00234	0.5969653160703803
HG00235	HG00235	0.3936390306725836
HG00236	HG00236	0.6700418391608769
HG00237	HG00237	0.6296276736182405
HG00238	HG00238	0.6340701819716372
HG00239	HG00239	0.36815046703487875
HG00240	HG00240	0.4292256874228611
HG00242	HG00242	0.745962728668899
HG00243	HG00243	0.6923823189716106
HG00244	HG00244	0.5943797485783884
HG00245	HG00245	0.5152138910807857
HG00246	HG00246	0.3587344568255867
HG00250	HG00250	0.635054068681977
HG00251	HG00251	0.6428914287963955
HG00252	HG00252	0.7013350946403689
HG00253	HG00253	0.443463451094563
HG00254	HG00254	0.4486341199662257
HG00255	HG00255	0.6355037262119606
HG00256	HG00256	0.775259779178673
HG00257	HG00257	0.8203832508423706
HG00258	HG00258	0.3779244668120409
HG00259	HG00259	0.3640757945447841
HG00260	HG00260	0.322248998397292
HG00261	HG00261	0.2806353865586728
HG00262	HG00262	0.8662971233812388
HG00263	HG00263	0.5091265348182661
