FID	IID	Phenotype_1
HG00096	HG00096	0.6971292506198761
HG00097	HG00097	0.6925998888319792
HG00099	HG00099	0.6907355972910321
HG00100	HG00100	0.6578319370906613
HG00101	HG00101	0.7461188848695974
HG00102	HG00102	0.5725643210489372
HG00103	HG00103	0.6604683601126027
HG00105	HG00105	0.6415085790926747
HG00106	HG00106	0.663118697793937
HG00107	HG00107	0.6464604580101206
HG00108	HG00108	0.8245960703654156
HG00109	HG00109	0.9304031560498263
HG00110	HG00110	0.5717885401681634
HG00111	HG00111	0.6364505308557359
HG00112	HG00112	0.5855969344895229
HG00113	HG00113	0.7044622507186836
HG00114	HG00114	0.8510371678286323
HG00115	HG00115	0.6355623757988107
HG00116	HG00116	0.6906730617669355
HG00117	HG00117	0.6480325212468487
HG00118	HG00118	0.68003611006949
HG00119	HG00119	0.7485942367469739
HG00120	HG00120	0.6408217184047124
HG00121	HG00121	0.4224305834972209
HG00122	HG00122	0.5234507616620603
HG00123	HG00123	0.6856529874526994
HG00125	HG00125	0.6937930455414739
HG00126	HG00126	0.7120491244780426
HG00127	HG00127	0.623650329554777
HG00128	HG00128	0.5571356857031454
HG00129	HG00129	0.7127972409100268
HG00130	HG00130	0.6377569453962977
HG00131	HG00131	0.5964074431269198
HG00132	HG00132	0.6589149427413623
HG00133	HG00133	0.7173252093413229
HG00136	HG00136	0.6682731895013412
HG00137	HG00137	0.6745924132038137
HG00138	HG00138	0.7118416757456419
HG00139	HG00139	0.623870212264437
HG00140	HG00140	0.6006671979195147
HG00141	HG00141	0.6246823366890434
HG00142	HG00142	0.601730506387946
HG00143	HG00143	0.6438424787077494
HG00145	HG00145	0.6127880410627964
HG00146	HG00146	0.6653655137768937
HG00148	HG00148	0.5583971706572813
HG00149	HG00149	0.6547714961561262
HG00150	HG00150	0.6514980382243439
HG00151	HG00151	0.7314528141825829
HG00154	HG00154	0.7999421215464385
HG00155	HG00155	0.6648611180691928
HG00157	HG00157	0.6699057878597268
HG00158	HG00158	0.6325941514984507
HG00159	HG00159	0.7109892844361558
HG00160	HG00160	0.738209229394568
HG00171	HG00171	0.6614964794005873
HG00173	HG00173	0.7589507433563026
HG00174	HG00174	0.6418509348271582
HG00176	HG00176	0.650053615589476
HG00177	HG00177	0.668451863027131
HG00178	HG00178	0.6381438314405343
HG00179	HG00179	0.7657322526360943
HG00180	HG00180	0.5814749355482305
HG00181	HG00181	0.6229127177442536
HG00182	HG00182	0.6582024468464532
HG00183	HG00183	0.6048236769047575
HG00185	HG00185	0.5414762168841546
HG00186	HG00186	0.5804886596560587
HG00187	HG00187	0.666221874488812
HG00188	HG00188	0.6448354284524175
HG00189	HG00189	0.6513927572351786
HG00190	HG00190	0.685213669074124
HG00231	HG00231	0.7729854177802455
HG00232	HG00232	0.5785935083279746
HG00233	HG00233	0.742632802066583
HG00234	HG00234	0.7229134761085706
HG00235	HG00235	0.7728923508941914
HG00236	HG00236	0.6464224347775046
HG00237	HG00237	0.6791702134799441
HG00238	HG00238	0.5925413046019176
HG00239	HG00239	0.8648529025354228
HG00240	HG00240	0.7134543827174933
HG00242	HG00242	0.6260984414878341
HG00243	HG00243	0.508075155217653
HG00244	HG00244	0.6349151721556172
HG00245	HG00245	0.6417533000021703
HG00246	HG00246	0.6888318855299335
HG00250	HG00250	0.5944955830002872
HG00251	HG00251	0.7304014750598264
HG00252	HG00252	0.5568386239301425
HG00253	HG00253	0.6109188905511073
HG00254	HG00254	0.6767065780780088
HG00255	HG00255	0.6356559321872445
HG00256	HG00256	0.6481130588936415
HG00257	HG00257	0.6442488300915852
HG00258	HG00258	0.6614731443534654
HG00259	HG00259	0.6453843169057251
HG00260	HG00260	0.7042988450938393
HG00261	HG00261	0.6339143091013479
HG00262	HG00262	0.47179389617431305
HG00263	HG00263	0.667757219351808
HG00264	HG00264	0.6638954301497982
HG00265	HG00265	0.7225454730809376
HG00266	HG00266	0.7461875232512973
HG00267	HG00267	0.7467466351424773
HG00268	HG00268	0.5831143583979659
HG00269	HG00269	0.5872722037836849
HG00271	HG00271	0.6328299552008971
HG00272	HG00272	0.6380561905219243
HG00273	HG00273	0.6826166317715997
HG00274	HG00274	0.7581653879664763
HG00275	HG00275	0.6237037636369397
HG00276	HG00276	0.6488391959042324
HG00277	HG00277	0.6288557459866175
HG00278	HG00278	0.602178743247513
HG00280	HG00280	0.7003134037406351
HG00281	HG00281	0.7140807397132717
