FID	IID	Phenotype_1
HG00096	HG00096	0.5042892603305331
HG00097	HG00097	0.6371180511608305
HG00099	HG00099	0.6516179254141479
HG00100	HG00100	0.6293833144922204
HG00101	HG00101	0.561025664125157
HG00102	HG00102	0.5457783965670719
HG00103	HG00103	0.6812024040107626
HG00105	HG00105	0.5858798278518903
HG00106	HG00106	0.6582736603344642
HG00107	HG00107	0.6443140640743035
HG00108	HG00108	0.8495683908596456
HG00109	HG00109	0.5949152433840726
HG00110	HG00110	0.6511690737957223
HG00111	HG00111	0.6859798475409155
HG00112	HG00112	0.6789954348134044
HG00113	HG00113	0.5936457021233777
HG00114	HG00114	0.6748064659937326
HG00115	HG00115	0.5640822093760861
HG00116	HG00116	0.48931979523149993
HG00117	HG00117	0.4686956386697224
HG00118	HG00118	0.4979362609694398
HG00119	HG00119	0.7031393667514289
HG00120	HG00120	0.5505273516607542
HG00121	HG00121	0.6823635943863909
HG00122	HG00122	0.6111169679151836
HG00123	HG00123	0.5385410941664032
HG00125	HG00125	0.5595147028931577
HG00126	HG00126	0.7279625226064772
HG00127	HG00127	0.6087562936802293
HG00128	HG00128	0.7482595961350569
HG00129	HG00129	0.6207082481750938
HG00130	HG00130	0.5520836496471159
HG00131	HG00131	0.5769423714451593
HG00132	HG00132	0.702218675049394
HG00133	HG00133	0.5907212911958335
HG00136	HG00136	0.630608848238295
HG00137	HG00137	0.7099297003219952
HG00138	HG00138	0.6879609758686303
HG00139	HG00139	0.564282842301938
HG00140	HG00140	0.6080264773629569
HG00141	HG00141	0.7197974430701766
HG00142	HG00142	0.5926736447335251
HG00143	HG00143	0.6836483697838829
HG00145	HG00145	0.6353965314100589
HG00146	HG00146	0.5444491748175473
HG00148	HG00148	0.6410313702704624
HG00149	HG00149	0.586519524339
HG00150	HG00150	0.5934272118978287
HG00151	HG00151	0.5779103522110932
HG00154	HG00154	0.8268186797939735
HG00155	HG00155	0.6220538947164965
HG00157	HG00157	0.6807900874637025
HG00158	HG00158	0.5598142797477313
HG00159	HG00159	0.6150989667709441
HG00160	HG00160	0.5407369199741828
HG00171	HG00171	0.7003497748805751
HG00173	HG00173	0.687222737710885
HG00174	HG00174	0.6776169559149772
HG00176	HG00176	0.5784263896426795
HG00177	HG00177	0.6522325961239442
HG00178	HG00178	0.658639809056628
HG00179	HG00179	0.6384575591522078
HG00180	HG00180	0.6683514731474608
HG00181	HG00181	0.5992933720253439
HG00182	HG00182	0.6735799602932073
HG00183	HG00183	0.6069149976668827
HG00185	HG00185	0.5749627578135478
HG00186	HG00186	0.5363215507518216
HG00187	HG00187	0.6925113035309204
HG00188	HG00188	0.5534041455111767
HG00189	HG00189	0.5606287717724842
HG00190	HG00190	0.5308022026988775
HG00231	HG00231	0.7489946405231335
HG00232	HG00232	0.7367482778689175
HG00233	HG00233	0.37942790856466935
HG00234	HG00234	0.5124783318601385
HG00235	HG00235	0.5788028782291428
HG00236	HG00236	0.5865581623590884
HG00237	HG00237	0.5962335422505878
HG00238	HG00238	0.6483107437600388
HG00239	HG00239	0.5750363620015355
HG00240	HG00240	0.6175698148874452
HG00242	HG00242	0.6488912262408681
HG00243	HG00243	0.6440410476588848
HG00244	HG00244	0.4971092696484814
HG00245	HG00245	0.5499368951860801
HG00246	HG00246	0.6112621083257511
HG00250	HG00250	0.6649255788942026
HG00251	HG00251	0.5426140698770954
HG00252	HG00252	0.682225857974574
HG00253	HG00253	0.5984458863083559
HG00254	HG00254	0.6818697016921386
HG00255	HG00255	0.5166567905428247
HG00256	HG00256	0.6516393732831629
HG00257	HG00257	0.588396295899816
HG00258	HG00258	0.6902510063292544
HG00259	HG00259	0.6153395832560679
HG00260	HG00260	0.46284872606432687
HG00261	HG00261	0.526851358636176
HG00262	HG00262	0.574222604257907
HG00263	HG00263	0.551107386360148
HG00264	HG00264	0.5604161916135939
HG00265	HG00265	0.5704212543581941
HG00266	HG00266	0.5728857733691146
HG00267	HG00267	0.43190893290478755
HG00268	HG00268	0.4764084352677162
HG00269	HG00269	0.6798292624008829
HG00271	HG00271	0.6979192861449963
HG00272	HG00272	0.7372372530781425
HG00273	HG00273	0.6573379828277768
HG00274	HG00274	0.5167145668933181
HG00275	HG00275	0.5476851634820337
HG00276	HG00276	0.5573496362890674
HG00277	HG00277	0.6252889323358701
HG00278	HG00278	0.7046342930649725
HG00280	HG00280	0.5863188358376742
HG00281	HG00281	0.7224098729855164
HG00282	HG00282	0.7201095419344314
HG00284	HG00284	0.5096217387713408
HG00285	HG00285	0.6039680662799691
HG00288	HG00288	0.6232364604100267
HG00290	HG00290	0.5749551602053583
HG00304	HG00304	0.5590159501362469
HG00306	HG00306	0.5916189861437139
HG00308	HG00308	0.6547153304817405
HG00309	HG00309	0.4877612861491416
HG00310	HG00310	0.6675094548432453
HG00311	HG00311	0.7237310149102283
HG00313	HG00313	0.696917406525229
HG00315	HG00315	0.6247622259122234
HG00318	HG00318	0.5359456960028305
HG00319	HG00319	0.41140874570878283
HG00320	HG00320	0.7213201620325398
HG00321	HG00321	0.4998515630360956
HG00323	HG00323	0.6996487149948214
HG00324	HG00324	0.6383919431375334
HG00325	HG00325	0.6600662451370981
HG00326	HG00326	0.5651440541902084
HG00327	HG00327	0.593500091440498
HG00328	HG00328	0.5329336865178693
HG00329	HG00329	0.4842355160732262
HG00330	HG00330	0.6234208660599608
HG00331	HG00331	0.6765286033112536
HG00332	HG00332	0.5735457875014592
HG00334	HG00334	0.3754239830337333
HG00335	HG00335	0.4220635689962963
HG00336	HG00336	0.6086472853401803
HG00337	HG00337	0.5681854041177177
HG00338	HG00338	0.41851448069187974
HG00339	HG00339	0.5141972014646149
HG00341	HG00341	0.6591877344984467
HG00342	HG00342	0.6757491843455302
HG00343	HG00343	0.7143337316626364
HG00344	HG00344	0.625424375772396
HG00345	HG00345	0.5402664822384556
HG00346	HG00346	0.5662688532945542
HG00349	HG00349	0.6911810442297774
HG00350	HG00350	0.647743306812038
HG00351	HG00351	0.556658870411945
HG00353	HG00353	0.3383921635693229
HG00355	HG00355	0.6181998077347756
HG00356	HG00356	0.6118808795425685
HG00357	HG00357	1.0
HG00358	HG00358	0.7556533805471479
HG00360	HG00360	0.36387786818712414
HG00361	HG00361	0.5858079647103374
HG00362	HG00362	0.6181568301024387
HG00364	HG00364	0.4642086056831528
HG00365	HG00365	0.5471039320724819
HG00366	HG00366	0.6060883294773188
HG00367	HG00367	0.6480660258921139
HG00368	HG00368	0.5881550763338854
HG00369	HG00369	0.6630277333265931
HG00371	HG00371	0.6329936931422158
HG00372	HG00372	0.8938695319554231
HG00373	HG00373	0.6707187615920085
HG00375	HG00375	0.6510751115979518
HG00376	HG00376	0.6352260316608347
HG00378	HG00378	0.6030025405853506
HG00379	HG00379	0.683790663171703
HG00380	HG00380	0.5918855897260132
HG00381	HG00381	0.518976296449026
HG00382	HG00382	0.6235419547617603
HG00383	HG00383	0.6359047679984985
HG00384	HG00384	0.7474306591864717
HG00403	HG00403	0.3720601229823665
HG00404	HG00404	0.47443197025697137
HG00406	HG00406	0.6021471943030914
HG00407	HG00407	0.6274065266958666
HG00409	HG00409	0.4846859933386959
HG00410	HG00410	0.48117210622491713
HG00419	HG00419	0.36764902645868175
HG00421	HG00421	0.09131230260313429
HG00422	HG00422	0.5545533534301492
