FID	IID	Phenotype_1
HG00096	HG00096	0.46363388649684456
HG00097	HG00097	0.2612732151246667
HG00099	HG00099	0.5302886065037583
HG00100	HG00100	0.39783720539799594
HG00101	HG00101	0.27652388509292924
HG00102	HG00102	0.34786446250718694
HG00103	HG00103	0.3538478480867494
HG00105	HG00105	0.7075470659005428
HG00106	HG00106	0.4114567341410771
HG00107	HG00107	0.23959094827602395
HG00108	HG00108	0.46267401724360874
HG00109	HG00109	0.5048327674808861
HG00110	HG00110	0.5950070399205003
HG00111	HG00111	0.4203119889132387
HG00112	HG00112	0.35458993495549274
HG00113	HG00113	0.3508090017203388
HG00114	HG00114	0.3456304619803042
HG00115	HG00115	0.47089201320393415
HG00116	HG00116	0.3865372173698454
HG00117	HG00117	0.27786891844887934
HG00118	HG00118	0.4239614725639508
HG00119	HG00119	0.0
HG00120	HG00120	0.5279017866569582
HG00121	HG00121	0.6735053838830463
HG00122	HG00122	0.5253082243732421
HG00123	HG00123	0.312317994793373
HG00125	HG00125	0.349458787487137
HG00126	HG00126	0.5414621161929072
HG00127	HG00127	0.4719257810928757
HG00128	HG00128	0.6334770362403228
HG00129	HG00129	0.4436754437257989
HG00130	HG00130	0.3059617283669914
HG00131	HG00131	0.49511526408378237
HG00132	HG00132	0.27225290635538674
HG00133	HG00133	0.3869829593562008
HG00136	HG00136	0.35810989790259945
HG00137	HG00137	0.4483449073270712
HG00138	HG00138	0.37253505638861134
HG00139	HG00139	0.570940113008407
HG00140	HG00140	0.4545055055871057
HG00141	HG00141	0.44036172942037766
HG00142	HG00142	0.3045641623605682
HG00143	HG00143	0.4945133883472796
HG00145	HG00145	0.4351660799388412
HG00146	HG00146	0.6050080322125447
HG00148	HG00148	0.5555292091802957
HG00149	HG00149	0.3923660417777101
HG00150	HG00150	0.35442069332472326
HG00151	HG00151	0.38994387319629326
HG00154	HG00154	0.5279870165598604
HG00155	HG00155	0.6994418534944364
HG00157	HG00157	0.40055227446175246
HG00158	HG00158	0.4539926457348549
HG00159	HG00159	0.3131684321410187
HG00160	HG00160	0.3631368004532766
HG00171	HG00171	0.5865980427892622
HG00173	HG00173	0.4162659540368649
HG00174	HG00174	0.49419034293101943
HG00176	HG00176	0.5514172492696772
HG00177	HG00177	0.1136478259681278
HG00178	HG00178	0.5327652273188624
HG00179	HG00179	0.4536382793449133
HG00180	HG00180	0.31300388938312607
HG00181	HG00181	0.500837512382268
HG00182	HG00182	0.32503794997556007
HG00183	HG00183	0.38818243270017727
HG00185	HG00185	0.5127435983788666
HG00186	HG00186	0.41732277882331975
HG00187	HG00187	0.3866017570527442
HG00188	HG00188	0.4332058327198057
HG00189	HG00189	0.2725550255326678
HG00190	HG00190	0.4119268035400652
HG00231	HG00231	0.5090447546357715
HG00232	HG00232	0.5296937077219873
HG00233	HG00233	0.3304215363297002
HG00234	HG00234	0.2952361512242394
HG00235	HG00235	0.4023569585621896
HG00236	HG00236	0.7088358592734717
HG00237	HG00237	0.4286926604212405
HG00238	HG00238	0.35445592339394166
HG00239	HG00239	0.2892256711398914
HG00240	HG00240	0.567869826316009
HG00242	HG00242	0.4015214889961102
HG00243	HG00243	0.5009046957187971
HG00244	HG00244	0.6597022295752055
HG00245	HG00245	0.5789990685487011
HG00246	HG00246	0.6377475840504078
HG00250	HG00250	0.4526006491193839
HG00251	HG00251	0.4335772071432575
HG00252	HG00252	0.6282179756665791
HG00253	HG00253	0.6036134740187286
HG00254	HG00254	0.44497760875820064
HG00255	HG00255	0.3948596328718721
HG00256	HG00256	0.49610394487481413
HG00257	HG00257	0.5094184949745243
HG00258	HG00258	0.5179516207099668
HG00259	HG00259	0.5112949898336059
HG00260	HG00260	0.3981563383105134
HG00261	HG00261	0.5239358059126279
HG00262	HG00262	0.3438935568599179
HG00263	HG00263	0.4704343501555597
HG00264	HG00264	0.6524014528463843
HG00265	HG00265	0.31198209434503776
HG00266	HG00266	0.6675157494645345
HG00267	HG00267	0.3978433187626484
HG00268	HG00268	0.22873590578080352
HG00269	HG00269	0.5135625311730236
HG00271	HG00271	0.5738889062205231
HG00272	HG00272	0.40964251162993354
HG00273	HG00273	0.36574226206812666
HG00274	HG00274	0.3477878010764582
HG00275	HG00275	0.5345082765083056
HG00276	HG00276	0.4748668515053487
