FID	IID	Phenotype_1
HG00096	HG00096	0.6332168302082382
HG00097	HG00097	0.7182975652009737
HG00099	HG00099	0.7145153569610508
HG00100	HG00100	0.4352918211645476
HG00101	HG00101	0.5623252207794307
HG00102	HG00102	0.6952910011286604
HG00103	HG00103	0.7143896416172406
HG00105	HG00105	0.4568206930705878
HG00106	HG00106	0.5162307104513804
HG00107	HG00107	0.28792262720336853
HG00108	HG00108	0.5513713965260381
HG00109	HG00109	0.6898281777238806
HG00110	HG00110	0.7172198979845472
HG00111	HG00111	0.4312883296020119
HG00112	HG00112	0.7539901689135771
HG00113	HG00113	0.5541107696129359
HG00114	HG00114	0.7629841655213023
HG00115	HG00115	0.24359151328308817
HG00116	HG00116	0.4819571178087991
HG00117	HG00117	0.7203287625943698
HG00118	HG00118	0.5079261930771195
HG00119	HG00119	0.49031205999602506
HG00120	HG00120	0.7096399452261238
HG00121	HG00121	0.6893188137296175
HG00122	HG00122	0.6643111364190037
HG00123	HG00123	0.45840161861787854
HG00125	HG00125	0.6170072421107342
HG00126	HG00126	0.730720792043962
HG00127	HG00127	0.6560461212016963
HG00128	HG00128	0.5211417027632791
HG00129	HG00129	0.7369361214496417
HG00130	HG00130	0.6442637608247178
HG00131	HG00131	0.18288365758293088
HG00132	HG00132	0.6825828833494711
HG00133	HG00133	0.7125813364770762
HG00136	HG00136	0.7260321371038956
HG00137	HG00137	0.6822059528028009
HG00138	HG00138	0.6949107727857973
HG00139	HG00139	0.7324104677236335
HG00140	HG00140	0.5784465462378726
HG00141	HG00141	0.3163340952610719
HG00142	HG00142	0.1135739608019607
HG00143	HG00143	0.4292023750703446
HG00145	HG00145	0.5264354001400544
HG00146	HG00146	0.497641096298128
HG00148	HG00148	0.7726034782529033
HG00149	HG00149	0.6319734290561327
HG00150	HG00150	0.25128831414187347
HG00151	HG00151	0.6376062603420298
HG00154	HG00154	0.42674848582491726
HG00155	HG00155	0.4118210731308521
HG00157	HG00157	0.14042378979019104
HG00158	HG00158	0.5891169920103146
HG00159	HG00159	0.7881926047787604
HG00160	HG00160	0.8752761397148139
HG00171	HG00171	0.8018331033139535
HG00173	HG00173	0.6242750620975284
HG00174	HG00174	0.7859933745007508
HG00176	HG00176	0.7483879895532393
HG00177	HG00177	0.42609514412306015
HG00178	HG00178	0.7644325254205259
HG00179	HG00179	0.6179227619985214
HG00180	HG00180	0.526230978748196
HG00181	HG00181	0.716172575450766
HG00182	HG00182	0.6998010920921734
HG00183	HG00183	0.7711804315438727
HG00185	HG00185	0.7266504699676867
HG00186	HG00186	0.6737332643337723
HG00187	HG00187	0.7684964042869997
HG00188	HG00188	0.6631695514848034
HG00189	HG00189	0.4621678731206252
HG00190	HG00190	0.5813165941923615
HG00231	HG00231	0.6186749267050067
HG00232	HG00232	0.4584416466239791
HG00233	HG00233	0.4624296405020199
HG00234	HG00234	0.6280216965743236
HG00235	HG00235	0.6917118725340723
HG00236	HG00236	0.3750239263286115
HG00237	HG00237	0.7516362903680002
HG00238	HG00238	0.607406374552539
HG00239	HG00239	0.6395800164738019
HG00240	HG00240	0.7778258648211547
HG00242	HG00242	0.793920936423003
HG00243	HG00243	0.19102763237917553
HG00244	HG00244	0.6141473309547916
HG00245	HG00245	0.767444081666266
HG00246	HG00246	0.6503710890095988
HG00250	HG00250	0.6024915953206316
HG00251	HG00251	0.6349188003123176
HG00252	HG00252	0.7875655289212026
HG00253	HG00253	0.71132977075347
HG00254	HG00254	0.4192747017248751
HG00255	HG00255	0.5923891386363506
HG00256	HG00256	0.7753918724445816
HG00257	HG00257	0.6994679231762477
HG00258	HG00258	0.4282278300559951
HG00259	HG00259	0.5971078499343809
HG00260	HG00260	0.5028986216063797
HG00261	HG00261	0.4519468258351103
HG00262	HG00262	0.3097474741055196
HG00263	HG00263	0.6679827783629257
HG00264	HG00264	0.7846593240994156
HG00265	HG00265	0.37647331432546965
HG00266	HG00266	0.8237515098316078
HG00267	HG00267	0.6230798944184582
HG00268	HG00268	0.8959877766149624
HG00269	HG00269	0.5790242928996313
HG00271	HG00271	0.5934359107581654
HG00272	HG00272	0.5560185950127696
HG00273	HG00273	0.7312187680789701
HG00274	HG00274	0.20196123291572426
HG00275	HG00275	0.5130195029631601
HG00276	HG00276	0.6073762496791388
HG00277	HG00277	0.727354557205636
HG00278	HG00278	0.60301939713232
HG00280	HG00280	0.6256855698949624
HG00281	HG00281	0.44665061042238813
HG00282	HG00282	0.5716362918622747
HG00284	HG00284	0.7947433800582288
HG00285	HG00285	0.8325047541737252
HG00288	HG00288	0.7425216956671492
HG00290	HG00290	0.5974374498695978
HG00304	HG00304	0.650082778907201
HG00306	HG00306	0.5011866362089622
HG00308	HG00308	0.6864643020467166
HG00309	HG00309	0.8761889726577339
HG00310	HG00310	0.4730111461333926
HG00311	HG00311	0.4032775878398523
HG00313	HG00313	0.745428992404654
HG00315	HG00315	0.7607401424561664
HG00318	HG00318	0.7782292716186249
HG00319	HG00319	0.41632884495290035
HG00320	HG00320	0.42060578711280877
HG00321	HG00321	0.6716206344820823
HG00323	HG00323	0.5421169906304869
HG00324	HG00324	0.7874873861678359
HG00325	HG00325	0.7002019341563113
HG00326	HG00326	0.847942168124654
HG00327	HG00327	0.6650570551196122
