FID	IID	Phenotype_1
HG00096	HG00096	0.38228458902685947
HG00097	HG00097	0.6223645068020806
HG00099	HG00099	0.6285121993993845
HG00100	HG00100	0.4954033624037788
HG00101	HG00101	0.40997469042442675
HG00102	HG00102	0.6518746065686986
HG00103	HG00103	0.3135348054847664
HG00105	HG00105	0.6330391949669743
HG00106	HG00106	0.523054947044275
HG00107	HG00107	0.6014452555423961
HG00108	HG00108	0.4642191128147119
HG00109	HG00109	0.5197838090043002
HG00110	HG00110	0.499745111391801
HG00111	HG00111	0.3829100976511619
HG00112	HG00112	0.5773743604051944
HG00113	HG00113	0.620132390298552
HG00114	HG00114	0.6563159321152207
HG00115	HG00115	0.46613727239557223
HG00116	HG00116	0.3715164438278322
HG00117	HG00117	0.45910648393671466
HG00118	HG00118	0.453243853961647
HG00119	HG00119	0.7588492459320058
HG00120	HG00120	0.4142939228297277
HG00121	HG00121	0.32693350192616927
HG00122	HG00122	0.40830111531152935
HG00123	HG00123	0.4923503174695626
HG00125	HG00125	0.41111127374743384
HG00126	HG00126	0.591849722063013
HG00127	HG00127	0.3867942866664839
HG00128	HG00128	0.6418200908778301
HG00129	HG00129	0.47536209736477086
HG00130	HG00130	0.31077089680622333
HG00131	HG00131	0.4459344765804199
HG00132	HG00132	0.572569175384358
HG00133	HG00133	0.4719756458509404
HG00136	HG00136	0.6297346999502222
HG00137	HG00137	0.7069800859821067
HG00138	HG00138	0.6519563087616561
HG00139	HG00139	0.4477127018288467
HG00140	HG00140	0.4008156593690106
HG00141	HG00141	0.4558143394988118
HG00142	HG00142	0.4779043279309661
HG00143	HG00143	0.4776643109744563
HG00145	HG00145	0.6262177227216884
HG00146	HG00146	0.5913463685479521
HG00148	HG00148	0.4678946422016043
HG00149	HG00149	0.5259749170335847
HG00150	HG00150	0.47369599750415325
HG00151	HG00151	0.3480894736357055
HG00154	HG00154	0.5221788162905295
HG00155	HG00155	0.5024824961860579
HG00157	HG00157	0.48727293676442274
HG00158	HG00158	0.6784001477976901
HG00159	HG00159	0.4531820483013073
HG00160	HG00160	0.8738800658901585
HG00171	HG00171	0.6323586762043581
HG00173	HG00173	0.6168795747972561
HG00174	HG00174	0.3987596370401674
HG00176	HG00176	0.8742445767501621
HG00177	HG00177	0.5508944127560812
HG00178	HG00178	0.5794109400188278
HG00179	HG00179	0.43145969360747727
HG00180	HG00180	0.6010571907379553
HG00181	HG00181	0.34173107730237473
HG00182	HG00182	0.5787945015142226
HG00183	HG00183	0.5491906236344201
HG00185	HG00185	0.3021864716840339
HG00186	HG00186	0.5217170818001523
HG00187	HG00187	0.7614210405883279
HG00188	HG00188	0.5230614485625632
HG00189	HG00189	0.42081786809391813
HG00190	HG00190	0.4190129215976891
HG00231	HG00231	0.5078923845011126
HG00232	HG00232	0.43283257091119476
HG00233	HG00233	0.44262266569667663
HG00234	HG00234	0.4965512677801169
HG00235	HG00235	0.5353205943515651
HG00236	HG00236	0.4795548404995211
HG00237	HG00237	0.33285521858745
HG00238	HG00238	0.7327878559462363
HG00239	HG00239	0.5147109714205312
